geneID	Gho_TRT_Liver_male_1
ENSMUSG00000028427	0
ENSMUSG00000028430	230
ENSMUSG00000028431	342
ENSMUSG00000028433	123
ENSMUSG00000028434	1573
ENSMUSG00000028435	0
ENSMUSG00000028436	592
ENSMUSG00000028437	779
ENSMUSG00000028438	13
ENSMUSG00000028439	58
ENSMUSG00000028441	0
ENSMUSG00000028443	160
ENSMUSG00000028444	9
ENSMUSG00000028445	255
ENSMUSG00000028447	389
ENSMUSG00000028451	9
ENSMUSG00000028452	4760
ENSMUSG00000028453	24
ENSMUSG00000028454	175
ENSMUSG00000028455	703
ENSMUSG00000028456	188
ENSMUSG00000028457	8
ENSMUSG00000028458	294
ENSMUSG00000028459	27
ENSMUSG00000028460	0
ENSMUSG00000028461	885
ENSMUSG00000028463	0
ENSMUSG00000028464	35
ENSMUSG00000028465	2146
ENSMUSG00000028466	514
ENSMUSG00000028467	217
ENSMUSG00000028468	414
ENSMUSG00000028469	489
ENSMUSG00000028470	758
ENSMUSG00000028475	11
ENSMUSG00000028476	74
ENSMUSG00000028478	1394
ENSMUSG00000028479	2570
ENSMUSG00000028480	17
ENSMUSG00000028483	239
ENSMUSG00000028484	708
ENSMUSG00000028487	3
ENSMUSG00000028488	2
ENSMUSG00000028492	0
ENSMUSG00000028494	4264
ENSMUSG00000028495	2435
ENSMUSG00000028496	72
ENSMUSG00000028497	61
ENSMUSG00000028514	2705
ENSMUSG00000028517	1754
ENSMUSG00000028518	1323
ENSMUSG00000028519	2
ENSMUSG00000028520	0
ENSMUSG00000028521	466
ENSMUSG00000028522	914
ENSMUSG00000028523	0
ENSMUSG00000028524	6
ENSMUSG00000028525	396
ENSMUSG00000028527	1070
ENSMUSG00000028528	1
ENSMUSG00000028530	2317
ENSMUSG00000028532	24
ENSMUSG00000028533	0
ENSMUSG00000028536	118
ENSMUSG00000028538	744
ENSMUSG00000028539	0
ENSMUSG00000028540	47
ENSMUSG00000028541	2
ENSMUSG00000028542	192
ENSMUSG00000028544	1
ENSMUSG00000028545	0
ENSMUSG00000028546	0
ENSMUSG00000028549	45
ENSMUSG00000028550	185
ENSMUSG00000028551	40
ENSMUSG00000028552	598
ENSMUSG00000028553	12138
ENSMUSG00000028555	12
ENSMUSG00000028556	503
ENSMUSG00000028557	1530
ENSMUSG00000028558	0
ENSMUSG00000028559	2337
ENSMUSG00000028560	401
ENSMUSG00000028563	150
ENSMUSG00000028565	826
ENSMUSG00000028567	770
ENSMUSG00000028568	261
ENSMUSG00000028571	1
ENSMUSG00000028572	1435
ENSMUSG00000028573	1910
ENSMUSG00000028575	1
ENSMUSG00000028576	67
ENSMUSG00000028577	1143
ENSMUSG00000028578	82
ENSMUSG00000028580	826
ENSMUSG00000028581	201
ENSMUSG00000028582	190
ENSMUSG00000028583	1
ENSMUSG00000028584	0
ENSMUSG00000028587	3
ENSMUSG00000028589	0
ENSMUSG00000028590	0
ENSMUSG00000028591	0
ENSMUSG00000028593	0
ENSMUSG00000028597	18
ENSMUSG00000028599	983
ENSMUSG00000028600	53027
ENSMUSG00000028601	3050
ENSMUSG00000028602	0
ENSMUSG00000028603	71799
ENSMUSG00000028607	1725
ENSMUSG00000028608	377
ENSMUSG00000028609	181
ENSMUSG00000028610	2
ENSMUSG00000028612	1
ENSMUSG00000028613	3
ENSMUSG00000028614	232
ENSMUSG00000028617	160
ENSMUSG00000028618	2785
ENSMUSG00000028619	209
ENSMUSG00000028621	168
ENSMUSG00000028622	407
ENSMUSG00000028626	1
ENSMUSG00000028629	32
ENSMUSG00000028630	450
ENSMUSG00000028631	3
ENSMUSG00000028633	39
ENSMUSG00000028634	26
ENSMUSG00000028635	0
ENSMUSG00000028636	223
ENSMUSG00000028637	133
ENSMUSG00000028639	3404
ENSMUSG00000028640	0
ENSMUSG00000028641	226
ENSMUSG00000028642	0
ENSMUSG00000028643	63
ENSMUSG00000028644	1
ENSMUSG00000028645	272
ENSMUSG00000028646	605
ENSMUSG00000028647	231
ENSMUSG00000028648	414
ENSMUSG00000028649	5464
ENSMUSG00000028651	145
ENSMUSG00000028653	205
ENSMUSG00000028654	95
ENSMUSG00000028655	239
ENSMUSG00000028656	1149
ENSMUSG00000028657	527
ENSMUSG00000028661	0
ENSMUSG00000028664	6
ENSMUSG00000028668	1161
ENSMUSG00000028669	419
ENSMUSG00000028670	411
ENSMUSG00000028671	353
ENSMUSG00000028672	1820
ENSMUSG00000028673	1118
ENSMUSG00000028675	753
ENSMUSG00000028676	586
ENSMUSG00000028677	221
ENSMUSG00000028678	0
ENSMUSG00000028680	415
ENSMUSG00000028681	11
ENSMUSG00000028683	127
ENSMUSG00000028684	1024
ENSMUSG00000028687	1
ENSMUSG00000028688	202
ENSMUSG00000028689	188
ENSMUSG00000028690	279
ENSMUSG00000028691	11896
ENSMUSG00000028692	6012
ENSMUSG00000028693	267
ENSMUSG00000028696	185
ENSMUSG00000028698	32
ENSMUSG00000028699	0
ENSMUSG00000028700	270
ENSMUSG00000028701	17
ENSMUSG00000028702	10
ENSMUSG00000028703	456
ENSMUSG00000028706	317
ENSMUSG00000028707	0
ENSMUSG00000028708	196
ENSMUSG00000028709	283
ENSMUSG00000028710	84
ENSMUSG00000028712	17
ENSMUSG00000028713	301
ENSMUSG00000028715	193
ENSMUSG00000028716	58
ENSMUSG00000028717	21
ENSMUSG00000028718	4
ENSMUSG00000028719	1101
ENSMUSG00000028729	302
ENSMUSG00000028730	0
ENSMUSG00000028736	0
ENSMUSG00000028737	6984
ENSMUSG00000028738	0
ENSMUSG00000028741	207
ENSMUSG00000028743	2075
ENSMUSG00000028744	165
ENSMUSG00000028745	863
ENSMUSG00000028747	0
ENSMUSG00000028749	0
ENSMUSG00000028750	0
ENSMUSG00000028751	0
ENSMUSG00000028753	0
ENSMUSG00000028755	28
ENSMUSG00000028756	3285
ENSMUSG00000028757	2584
ENSMUSG00000028758	1
ENSMUSG00000028759	1593
ENSMUSG00000028760	612
ENSMUSG00000028763	975
ENSMUSG00000028766	125
ENSMUSG00000028771	361
ENSMUSG00000028772	286
ENSMUSG00000028773	0
ENSMUSG00000028776	300
ENSMUSG00000028777	0
ENSMUSG00000028778	0
ENSMUSG00000028779	359
ENSMUSG00000028780	24
ENSMUSG00000028782	0
ENSMUSG00000028784	0
ENSMUSG00000028785	1
ENSMUSG00000028786	0
ENSMUSG00000028788	2017
ENSMUSG00000028789	6
ENSMUSG00000028790	305
ENSMUSG00000028792	2126
ENSMUSG00000028793	364
ENSMUSG00000028794	3
ENSMUSG00000028795	63
ENSMUSG00000028796	329
ENSMUSG00000028797	817
ENSMUSG00000028798	1384
ENSMUSG00000028799	29
ENSMUSG00000028800	174
ENSMUSG00000028801	0
ENSMUSG00000028803	221
ENSMUSG00000028804	0
ENSMUSG00000028807	36
ENSMUSG00000028809	375
ENSMUSG00000028811	458
ENSMUSG00000028813	0
ENSMUSG00000028820	1040
ENSMUSG00000028821	565
ENSMUSG00000028822	1316
ENSMUSG00000028825	0
ENSMUSG00000028826	879
ENSMUSG00000028830	421
ENSMUSG00000028832	37
ENSMUSG00000028833	113
ENSMUSG00000028834	1
ENSMUSG00000028836	1
ENSMUSG00000028837	1101
ENSMUSG00000028838	128
ENSMUSG00000028840	59
ENSMUSG00000028841	2
ENSMUSG00000028842	566
ENSMUSG00000028843	84
ENSMUSG00000028845	0
ENSMUSG00000028847	407
ENSMUSG00000028848	160
ENSMUSG00000028849	350
ENSMUSG00000028850	54
ENSMUSG00000028851	655
ENSMUSG00000028854	74
ENSMUSG00000028857	268
ENSMUSG00000028859	18
ENSMUSG00000028860	102
ENSMUSG00000028861	313
ENSMUSG00000028862	44
ENSMUSG00000028863	120
ENSMUSG00000028864	301
ENSMUSG00000028865	0
ENSMUSG00000028868	383
ENSMUSG00000028869	447
ENSMUSG00000028871	4
ENSMUSG00000028873	11
ENSMUSG00000028874	25
ENSMUSG00000028876	0
ENSMUSG00000028878	227
ENSMUSG00000028879	310
ENSMUSG00000028882	202
ENSMUSG00000028883	11
ENSMUSG00000028884	83
ENSMUSG00000028885	9
ENSMUSG00000028886	435
ENSMUSG00000028889	237
ENSMUSG00000028890	326
ENSMUSG00000028893	167
ENSMUSG00000028894	530
ENSMUSG00000028896	2731
ENSMUSG00000028898	280
ENSMUSG00000028899	288
ENSMUSG00000028901	100
ENSMUSG00000028902	298
ENSMUSG00000028906	1545
ENSMUSG00000028907	174
ENSMUSG00000028909	14
ENSMUSG00000028910	477
ENSMUSG00000028911	538
ENSMUSG00000028914	306
ENSMUSG00000028917	191
ENSMUSG00000028919	469
ENSMUSG00000028920	274
ENSMUSG00000028923	117
ENSMUSG00000028926	40
ENSMUSG00000028927	3
ENSMUSG00000028931	4
ENSMUSG00000028932	1135
ENSMUSG00000028933	33
ENSMUSG00000028936	1944
ENSMUSG00000028937	241
ENSMUSG00000028938	0
ENSMUSG00000028940	0
ENSMUSG00000028943	3
ENSMUSG00000028944	485
ENSMUSG00000028945	515
ENSMUSG00000028946	0
ENSMUSG00000028948	268
ENSMUSG00000028949	22
ENSMUSG00000028950	0
ENSMUSG00000028952	232
ENSMUSG00000028953	574
ENSMUSG00000028954	729
ENSMUSG00000028955	188
ENSMUSG00000028957	35
ENSMUSG00000028958	89
ENSMUSG00000028959	424
ENSMUSG00000028960	753
ENSMUSG00000028961	502
ENSMUSG00000028962	680
ENSMUSG00000028963	0
ENSMUSG00000028964	2379
ENSMUSG00000028965	0
ENSMUSG00000028967	32609
ENSMUSG00000028969	279
ENSMUSG00000028970	79
ENSMUSG00000028971	0
ENSMUSG00000028972	0
ENSMUSG00000028973	459
ENSMUSG00000028974	235
ENSMUSG00000028975	869
ENSMUSG00000028976	62
ENSMUSG00000028977	4
ENSMUSG00000028978	82
ENSMUSG00000028979	5100
ENSMUSG00000028980	10874
ENSMUSG00000028982	361
ENSMUSG00000028986	238
ENSMUSG00000028988	235
ENSMUSG00000028989	5
ENSMUSG00000028990	81
ENSMUSG00000028991	866
ENSMUSG00000028992	228
ENSMUSG00000028995	129
ENSMUSG00000028996	0
ENSMUSG00000028998	453
ENSMUSG00000028999	391
ENSMUSG00000029001	70
ENSMUSG00000029003	322
ENSMUSG00000029004	560
ENSMUSG00000029005	0
ENSMUSG00000029007	87
ENSMUSG00000029009	424
ENSMUSG00000029012	287
ENSMUSG00000029014	238
ENSMUSG00000029015	0
ENSMUSG00000029016	82
ENSMUSG00000029017	2062
ENSMUSG00000029019	0
ENSMUSG00000029020	1242
ENSMUSG00000029022	231
ENSMUSG00000029026	0
ENSMUSG00000029027	44
ENSMUSG00000029028	263
ENSMUSG00000029029	227
ENSMUSG00000029030	754
ENSMUSG00000029032	71
ENSMUSG00000029033	71
ENSMUSG00000029034	344
ENSMUSG00000029036	817
ENSMUSG00000029038	667
ENSMUSG00000029044	0
ENSMUSG00000029047	97
ENSMUSG00000029048	1778
ENSMUSG00000029049	28
ENSMUSG00000029050	272
ENSMUSG00000029053	221
ENSMUSG00000029054	0
ENSMUSG00000029055	1
ENSMUSG00000029056	251
ENSMUSG00000029059	64
ENSMUSG00000029060	317
ENSMUSG00000029061	4
ENSMUSG00000029062	263
ENSMUSG00000029063	2468
ENSMUSG00000029064	974
ENSMUSG00000029066	535
ENSMUSG00000029068	2728
ENSMUSG00000029070	118
ENSMUSG00000029071	1289
ENSMUSG00000029072	3
ENSMUSG00000029073	289
ENSMUSG00000029074	2
ENSMUSG00000029075	2
ENSMUSG00000029076	2262
ENSMUSG00000029082	27
ENSMUSG00000029084	316
ENSMUSG00000029086	28
ENSMUSG00000029088	0
ENSMUSG00000029089	47
ENSMUSG00000029090	722
ENSMUSG00000029092	0
ENSMUSG00000029093	5
ENSMUSG00000029094	26
ENSMUSG00000029095	31
ENSMUSG00000029096	18
ENSMUSG00000029097	76
ENSMUSG00000029098	482
ENSMUSG00000029101	58
ENSMUSG00000029102	2926
ENSMUSG00000029103	811
ENSMUSG00000029104	800
ENSMUSG00000029106	669
ENSMUSG00000029108	57
ENSMUSG00000029110	1637
ENSMUSG00000029111	208
ENSMUSG00000029112	0
ENSMUSG00000029119	533
ENSMUSG00000029120	0
ENSMUSG00000029121	0
ENSMUSG00000029122	16
ENSMUSG00000029123	0
ENSMUSG00000029125	250
ENSMUSG00000029126	13
ENSMUSG00000029127	46
ENSMUSG00000029128	190
ENSMUSG00000029130	0
ENSMUSG00000029131	426
ENSMUSG00000029134	0
ENSMUSG00000029135	134
ENSMUSG00000029136	151
ENSMUSG00000029138	1
ENSMUSG00000029141	249
ENSMUSG00000029142	500
ENSMUSG00000029144	564
ENSMUSG00000029145	341
ENSMUSG00000029146	225
ENSMUSG00000029147	525
ENSMUSG00000029148	1048
ENSMUSG00000029149	13
ENSMUSG00000029151	13
ENSMUSG00000029152	1608
ENSMUSG00000029153	574
ENSMUSG00000029154	0
ENSMUSG00000029155	0
ENSMUSG00000029156	41
ENSMUSG00000029158	0
ENSMUSG00000029161	1
ENSMUSG00000029162	4328
ENSMUSG00000029163	363
ENSMUSG00000029165	46
ENSMUSG00000029166	160
ENSMUSG00000029167	532
ENSMUSG00000029168	1
ENSMUSG00000029169	1226
ENSMUSG00000029171	51
ENSMUSG00000029173	1109
ENSMUSG00000029174	184
ENSMUSG00000029175	387
ENSMUSG00000029176	269
ENSMUSG00000029177	50
ENSMUSG00000029178	468
ENSMUSG00000029179	131
ENSMUSG00000029182	0
ENSMUSG00000029184	0
ENSMUSG00000029185	441
ENSMUSG00000029186	410
ENSMUSG00000029188	5
ENSMUSG00000029189	193
ENSMUSG00000029190	982
ENSMUSG00000029191	554
ENSMUSG00000029192	211
ENSMUSG00000029193	0
ENSMUSG00000029195	591
ENSMUSG00000029196	381
ENSMUSG00000029198	1821
ENSMUSG00000029199	415
ENSMUSG00000029201	2964
ENSMUSG00000029202	1258
ENSMUSG00000029203	490
ENSMUSG00000029204	7
ENSMUSG00000029205	0
ENSMUSG00000029206	0
ENSMUSG00000029207	290
ENSMUSG00000029208	397
ENSMUSG00000029209	61
ENSMUSG00000029211	0
ENSMUSG00000029212	8
ENSMUSG00000029213	260
ENSMUSG00000029217	355
ENSMUSG00000029219	0
ENSMUSG00000029221	1370
ENSMUSG00000029223	0
ENSMUSG00000029227	658
ENSMUSG00000029228	10
ENSMUSG00000029229	374
ENSMUSG00000029231	154
ENSMUSG00000029233	159
ENSMUSG00000029234	144
ENSMUSG00000029235	0
ENSMUSG00000029236	0
ENSMUSG00000029238	2165
ENSMUSG00000029245	1
ENSMUSG00000029246	674
ENSMUSG00000029247	5945
ENSMUSG00000029248	0
ENSMUSG00000029249	721
ENSMUSG00000029250	1090
ENSMUSG00000029253	102
ENSMUSG00000029254	7
ENSMUSG00000029255	1
ENSMUSG00000029260	6967
ENSMUSG00000029263	307
ENSMUSG00000029265	233
ENSMUSG00000029267	194
ENSMUSG00000029268	0
ENSMUSG00000029269	672
ENSMUSG00000029270	152
ENSMUSG00000029272	166
ENSMUSG00000029273	3396
ENSMUSG00000029275	1
ENSMUSG00000029276	54
ENSMUSG00000029279	24
ENSMUSG00000029280	0
ENSMUSG00000029281	0
ENSMUSG00000029282	0
ENSMUSG00000029283	6
ENSMUSG00000029286	0
ENSMUSG00000029287	376
ENSMUSG00000029288	0
ENSMUSG00000029290	115
ENSMUSG00000029291	371
ENSMUSG00000029298	194
ENSMUSG00000029299	73
ENSMUSG00000029304	783
ENSMUSG00000029306	0
ENSMUSG00000029307	0
ENSMUSG00000029309	108
ENSMUSG00000029310	520
ENSMUSG00000029311	567
ENSMUSG00000029312	87
ENSMUSG00000029313	568
ENSMUSG00000029314	12
ENSMUSG00000029319	604
ENSMUSG00000029320	0
ENSMUSG00000029321	14
ENSMUSG00000029322	47
ENSMUSG00000029326	60
ENSMUSG00000029328	650
ENSMUSG00000029330	10
ENSMUSG00000029331	0
ENSMUSG00000029333	443
ENSMUSG00000029334	20
ENSMUSG00000029335	0
ENSMUSG00000029337	0
ENSMUSG00000029338	626
ENSMUSG00000029343	0
ENSMUSG00000029344	717
ENSMUSG00000029345	292
ENSMUSG00000029346	147
ENSMUSG00000029348	0
ENSMUSG00000029352	7
ENSMUSG00000029359	5
ENSMUSG00000029360	1
ENSMUSG00000029361	0
ENSMUSG00000029363	162
ENSMUSG00000029364	782
ENSMUSG00000029366	47
ENSMUSG00000029368	1336276
ENSMUSG00000029369	4876
ENSMUSG00000029370	185
ENSMUSG00000029371	9
ENSMUSG00000029372	14
ENSMUSG00000029373	12
ENSMUSG00000029375	9
ENSMUSG00000029376	28
ENSMUSG00000029377	20
ENSMUSG00000029378	4
ENSMUSG00000029379	9
ENSMUSG00000029380	255
ENSMUSG00000029381	96
ENSMUSG00000029384	3
ENSMUSG00000029385	515
ENSMUSG00000029386	12
ENSMUSG00000029387	238
ENSMUSG00000029388	366
ENSMUSG00000029389	112
ENSMUSG00000029390	1496
ENSMUSG00000029392	33
ENSMUSG00000029394	127
ENSMUSG00000029397	333
ENSMUSG00000029401	111
ENSMUSG00000029402	41
ENSMUSG00000029403	106
ENSMUSG00000029404	348
ENSMUSG00000029405	1092
ENSMUSG00000029406	355
ENSMUSG00000029407	643
ENSMUSG00000029408	15
ENSMUSG00000029409	0
ENSMUSG00000029410	1
ENSMUSG00000029413	44
ENSMUSG00000029414	8
ENSMUSG00000029415	231
ENSMUSG00000029416	380
ENSMUSG00000029417	72
ENSMUSG00000029419	0
ENSMUSG00000029420	0
ENSMUSG00000029422	680
ENSMUSG00000029423	0
ENSMUSG00000029426	3181
ENSMUSG00000029427	302
ENSMUSG00000029428	244
ENSMUSG00000029430	1461
ENSMUSG00000029431	2
ENSMUSG00000029432	285
ENSMUSG00000029433	437
ENSMUSG00000029434	498
ENSMUSG00000029436	7
ENSMUSG00000029437	0
ENSMUSG00000029438	201
ENSMUSG00000029439	279
ENSMUSG00000029440	749
ENSMUSG00000029442	16
ENSMUSG00000029445	38037
ENSMUSG00000029446	99
ENSMUSG00000029447	1421
ENSMUSG00000029449	7
ENSMUSG00000029451	0
ENSMUSG00000029452	3
ENSMUSG00000029454	485
ENSMUSG00000029455	16338
ENSMUSG00000029456	531
ENSMUSG00000029458	2370
ENSMUSG00000029461	395
ENSMUSG00000029462	386
ENSMUSG00000029463	44
ENSMUSG00000029464	183
ENSMUSG00000029465	906
ENSMUSG00000029466	300
ENSMUSG00000029467	3316
ENSMUSG00000029468	48
ENSMUSG00000029469	49
ENSMUSG00000029470	1018
ENSMUSG00000029471	111
ENSMUSG00000029472	1354
ENSMUSG00000029474	208
ENSMUSG00000029475	120
ENSMUSG00000029477	0
ENSMUSG00000029478	147
ENSMUSG00000029480	108
ENSMUSG00000029482	264
ENSMUSG00000029484	61
ENSMUSG00000029486	485
ENSMUSG00000029490	24
ENSMUSG00000029491	1
ENSMUSG00000029499	2319
ENSMUSG00000029500	264
ENSMUSG00000029501	817
ENSMUSG00000029502	725
ENSMUSG00000029503	0
ENSMUSG00000029504	126
ENSMUSG00000029505	867
ENSMUSG00000029507	137
ENSMUSG00000029510	0
ENSMUSG00000029512	698
ENSMUSG00000029513	281
ENSMUSG00000029516	26
ENSMUSG00000029517	0
ENSMUSG00000029518	283
ENSMUSG00000029521	45
ENSMUSG00000029522	0
ENSMUSG00000029524	82
ENSMUSG00000029526	0
ENSMUSG00000029528	505
ENSMUSG00000029530	1
ENSMUSG00000029534	209
ENSMUSG00000029535	149
ENSMUSG00000029536	146
ENSMUSG00000029538	271
ENSMUSG00000029541	0
ENSMUSG00000029544	0
ENSMUSG00000029545	2151
ENSMUSG00000029546	0
ENSMUSG00000029547	456
ENSMUSG00000029550	294
ENSMUSG00000029551	113
ENSMUSG00000029552	16
ENSMUSG00000029553	30
ENSMUSG00000029554	219
ENSMUSG00000029556	216
ENSMUSG00000029557	105
ENSMUSG00000029559	107
ENSMUSG00000029560	177
ENSMUSG00000029561	43
ENSMUSG00000029563	80
ENSMUSG00000029564	0
ENSMUSG00000029569	513
ENSMUSG00000029570	59
ENSMUSG00000029571	5030
ENSMUSG00000029575	418
ENSMUSG00000029576	0
ENSMUSG00000029577	889
ENSMUSG00000029578	1495
ENSMUSG00000029580	25643
ENSMUSG00000029581	58
ENSMUSG00000029586	0
ENSMUSG00000029587	257
ENSMUSG00000029591	40
ENSMUSG00000029592	248
ENSMUSG00000029594	125
ENSMUSG00000029595	0
ENSMUSG00000029596	134
ENSMUSG00000029597	3323
ENSMUSG00000029598	649
ENSMUSG00000029599	520
ENSMUSG00000029600	46
ENSMUSG00000029601	3
ENSMUSG00000029602	1
ENSMUSG00000029603	10
ENSMUSG00000029605	23
ENSMUSG00000029607	3
ENSMUSG00000029608	0
ENSMUSG00000029610	116
ENSMUSG00000029613	679
ENSMUSG00000029614	2805
ENSMUSG00000029616	775
ENSMUSG00000029617	594
ENSMUSG00000029618	2
ENSMUSG00000029620	0
ENSMUSG00000029621	521
ENSMUSG00000029622	431
ENSMUSG00000029623	651
ENSMUSG00000029624	257
ENSMUSG00000029625	235
ENSMUSG00000029627	116
ENSMUSG00000029629	390
ENSMUSG00000029630	5162
ENSMUSG00000029632	4077
ENSMUSG00000029633	76
ENSMUSG00000029634	781
ENSMUSG00000029635	12602
ENSMUSG00000029636	0
ENSMUSG00000029638	245
ENSMUSG00000029640	390
ENSMUSG00000029641	8
ENSMUSG00000029642	476
ENSMUSG00000029644	0
ENSMUSG00000029646	0
ENSMUSG00000029647	546
ENSMUSG00000029648	503
ENSMUSG00000029649	1389
ENSMUSG00000029650	1200
ENSMUSG00000029651	14
ENSMUSG00000029655	1052
ENSMUSG00000029656	14717
ENSMUSG00000029657	578
ENSMUSG00000029658	0
ENSMUSG00000029659	4
ENSMUSG00000029660	0
ENSMUSG00000029661	214
ENSMUSG00000029663	5
ENSMUSG00000029664	1040
ENSMUSG00000029669	2711
ENSMUSG00000029670	151
ENSMUSG00000029671	0
ENSMUSG00000029672	433
ENSMUSG00000029673	6
ENSMUSG00000029674	48
ENSMUSG00000029675	14
ENSMUSG00000029676	108
ENSMUSG00000029678	0
ENSMUSG00000029679	0
ENSMUSG00000029680	1
ENSMUSG00000029681	162
ENSMUSG00000029682	0
ENSMUSG00000029683	20
ENSMUSG00000029684	724
ENSMUSG00000029685	0
ENSMUSG00000029686	1625
ENSMUSG00000029687	69
ENSMUSG00000029695	7642
ENSMUSG00000029697	0
ENSMUSG00000029699	33
ENSMUSG00000029700	0
ENSMUSG00000029701	405
ENSMUSG00000029703	98
ENSMUSG00000029705	609
ENSMUSG00000029706	0
ENSMUSG00000029707	0
ENSMUSG00000029708	389
ENSMUSG00000029710	466
ENSMUSG00000029711	1178
ENSMUSG00000029712	0
ENSMUSG00000029713	1112
ENSMUSG00000029714	179
ENSMUSG00000029715	66
ENSMUSG00000029716	6656
ENSMUSG00000029718	98
ENSMUSG00000029720	191
ENSMUSG00000029722	703
ENSMUSG00000029723	77
ENSMUSG00000029725	109
ENSMUSG00000029726	342
ENSMUSG00000029727	3173
ENSMUSG00000029729	2159
ENSMUSG00000029730	306
ENSMUSG00000029735	327
ENSMUSG00000029736	0
ENSMUSG00000029752	152
ENSMUSG00000029754	0
ENSMUSG00000029755	0
ENSMUSG00000029757	0
ENSMUSG00000029759	1123
ENSMUSG00000029761	3868
ENSMUSG00000029762	51
ENSMUSG00000029763	560
ENSMUSG00000029765	106
ENSMUSG00000029766	0
ENSMUSG00000029767	2542
ENSMUSG00000029769	2
ENSMUSG00000029771	213
ENSMUSG00000029772	413
ENSMUSG00000029775	1014
ENSMUSG00000029776	4293
ENSMUSG00000029777	978
ENSMUSG00000029778	21
ENSMUSG00000029780	332
ENSMUSG00000029781	535
ENSMUSG00000029782	216
ENSMUSG00000029784	2
ENSMUSG00000029787	738
ENSMUSG00000029788	0
ENSMUSG00000029790	51
ENSMUSG00000029797	31
ENSMUSG00000029798	289
ENSMUSG00000029802	2381
ENSMUSG00000029804	167
ENSMUSG00000029810	2983
ENSMUSG00000029811	0
ENSMUSG00000029813	0
ENSMUSG00000029814	0
ENSMUSG00000029815	267
ENSMUSG00000029816	4
ENSMUSG00000029817	235
ENSMUSG00000029819	0
ENSMUSG00000029821	13
ENSMUSG00000029822	22
ENSMUSG00000029823	2305
ENSMUSG00000029826	1257
ENSMUSG00000029828	1
ENSMUSG00000029829	0
ENSMUSG00000029830	0
ENSMUSG00000029831	1
ENSMUSG00000029832	2
ENSMUSG00000029833	194
ENSMUSG00000029836	196
ENSMUSG00000029837	1
ENSMUSG00000029838	3
ENSMUSG00000029840	1733
ENSMUSG00000029843	1
ENSMUSG00000029844	3
ENSMUSG00000029847	0
ENSMUSG00000029848	0
ENSMUSG00000029851	32
ENSMUSG00000029859	348
ENSMUSG00000029860	313
ENSMUSG00000029861	0
ENSMUSG00000029862	2
ENSMUSG00000029863	142
ENSMUSG00000029864	1498
ENSMUSG00000029865	0
ENSMUSG00000029866	0
ENSMUSG00000029867	0
ENSMUSG00000029868	0
ENSMUSG00000029869	12
ENSMUSG00000029875	0
ENSMUSG00000029878	0
ENSMUSG00000029882	0
ENSMUSG00000029883	0
ENSMUSG00000029885	0
ENSMUSG00000029909	0
ENSMUSG00000029910	44
ENSMUSG00000029911	298
ENSMUSG00000029913	6
ENSMUSG00000029915	0
ENSMUSG00000029916	123
ENSMUSG00000029917	0
ENSMUSG00000029918	127
ENSMUSG00000029919	7
ENSMUSG00000029920	393
ENSMUSG00000029922	420
ENSMUSG00000029923	1
ENSMUSG00000029924	264
ENSMUSG00000029925	52
ENSMUSG00000029992	359
ENSMUSG00000029993	291
ENSMUSG00000029994	790
ENSMUSG00000029998	4022
ENSMUSG00000029999	502
ENSMUSG00000030000	0
ENSMUSG00000030001	0
ENSMUSG00000030002	812
ENSMUSG00000030004	332
ENSMUSG00000030007	1383
ENSMUSG00000030008	86
ENSMUSG00000030016	1318
ENSMUSG00000030017	0
ENSMUSG00000030019	213
ENSMUSG00000030020	36
ENSMUSG00000030022	67
ENSMUSG00000030029	707
ENSMUSG00000030030	0
ENSMUSG00000030031	82
ENSMUSG00000030032	8
ENSMUSG00000030034	143
ENSMUSG00000030035	514
ENSMUSG00000030036	853
ENSMUSG00000030037	348
ENSMUSG00000030041	0
ENSMUSG00000030042	393
ENSMUSG00000030043	0
ENSMUSG00000030045	167
ENSMUSG00000030046	20
ENSMUSG00000030047	45
ENSMUSG00000030048	0
ENSMUSG00000030049	0
ENSMUSG00000030050	0
ENSMUSG00000030051	55
ENSMUSG00000030054	0
ENSMUSG00000030055	1648
ENSMUSG00000030056	214
ENSMUSG00000030057	3721
ENSMUSG00000030058	1228
ENSMUSG00000030059	1274
ENSMUSG00000030060	96
ENSMUSG00000030061	586
ENSMUSG00000030062	3200
ENSMUSG00000030064	1186
ENSMUSG00000030067	659
ENSMUSG00000030068	132
ENSMUSG00000030069	0
ENSMUSG00000030074	0
ENSMUSG00000030075	0
ENSMUSG00000030077	0
ENSMUSG00000030079	172
ENSMUSG00000030082	4064
ENSMUSG00000030083	399
ENSMUSG00000030084	241
ENSMUSG00000030086	32
ENSMUSG00000030087	4291
ENSMUSG00000030088	30288
ENSMUSG00000030089	21
ENSMUSG00000030091	340
ENSMUSG00000030092	0
ENSMUSG00000030093	0
ENSMUSG00000030094	374
ENSMUSG00000030095	172
ENSMUSG00000030096	962
ENSMUSG00000030098	5
ENSMUSG00000030101	683
ENSMUSG00000030102	1796
ENSMUSG00000030103	1200
ENSMUSG00000030104	4061
ENSMUSG00000030105	848
ENSMUSG00000030107	103
ENSMUSG00000030108	2724
ENSMUSG00000030109	1290
ENSMUSG00000030110	0
ENSMUSG00000030111	173
ENSMUSG00000030114	0
ENSMUSG00000030116	1
ENSMUSG00000030117	0
ENSMUSG00000030120	1929
ENSMUSG00000030122	3045
ENSMUSG00000030123	589
